TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA_CODE,AEROPUERTO_ORIGEN#es,AEROPUERTO_ORIGEN#ca,AEROPUERTO_ORIGEN_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
2017,2017,2017,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,48.57,Valor normal,Valor normal,A,,,,
2017,2017,2017,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,2.92,Valor normal,Valor normal,A,,,,
2017,2017,2017,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,96.95,Valor normal,Valor normal,A,,,,
2017,2017,2017,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
2017,2017,2017,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,0.13,Valor normal,Valor normal,A,,,,
2017,2017,2017,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,10.94,Valor normal,Valor normal,A,,,,
2017,2017,2017,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,76.80,Valor normal,Valor normal,A,,,,
2017,2017,2017,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
2017,2017,2017,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,12.26,Valor normal,Valor normal,A,,,,
12/2017,12/2017,2017-M12,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,60.56,Valor normal,Valor normal,A,,,,
12/2017,12/2017,2017-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,8.19,Valor normal,Valor normal,A,,,,
12/2017,12/2017,2017-M12,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
12/2017,12/2017,2017-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,31.25,Valor normal,Valor normal,A,,,,
12/2017,12/2017,2017-M12,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,38.39,Valor normal,Valor normal,A,,,,
12/2017,12/2017,2017-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,61.26,Valor normal,Valor normal,A,,,,
12/2017,12/2017,2017-M12,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
12/2017,12/2017,2017-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
12/2017,12/2017,2017-M12,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,52.95,Valor normal,Valor normal,A,,,,
12/2017,12/2017,2017-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,26.41,Valor normal,Valor normal,A,,,,
12/2017,12/2017,2017-M12,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
12/2017,12/2017,2017-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,20.64,Valor normal,Valor normal,A,,,,
11/2017,11/2017,2017-M11,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,47.56,Valor normal,Valor normal,A,,,,
11/2017,11/2017,2017-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,11.03,Valor normal,Valor normal,A,,,,
11/2017,11/2017,2017-M11,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
11/2017,11/2017,2017-M11,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,41.41,Valor normal,Valor normal,A,,,,
11/2017,11/2017,2017-M11,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,10.54,Valor normal,Valor normal,A,,,,
11/2017,11/2017,2017-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,89.40,Valor normal,Valor normal,A,,,,
11/2017,11/2017,2017-M11,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
11/2017,11/2017,2017-M11,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
11/2017,11/2017,2017-M11,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,32.99,Valor normal,Valor normal,A,,,,
11/2017,11/2017,2017-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,41.87,Valor normal,Valor normal,A,,,,
11/2017,11/2017,2017-M11,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
11/2017,11/2017,2017-M11,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,25.14,Valor normal,Valor normal,A,,,,
10/2017,10/2017,2017-M10,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,38.28,Valor normal,Valor normal,A,,,,
10/2017,10/2017,2017-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,17.42,Valor normal,Valor normal,A,,,,
10/2017,10/2017,2017-M10,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
10/2017,10/2017,2017-M10,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,44.30,Valor normal,Valor normal,A,,,,
10/2017,10/2017,2017-M10,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,3.74,Valor normal,Valor normal,A,,,,
10/2017,10/2017,2017-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,96.24,Valor normal,Valor normal,A,,,,
10/2017,10/2017,2017-M10,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
10/2017,10/2017,2017-M10,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
10/2017,10/2017,2017-M10,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,10.93,Valor normal,Valor normal,A,,,,
10/2017,10/2017,2017-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,79.83,Valor normal,Valor normal,A,,,,
10/2017,10/2017,2017-M10,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
10/2017,10/2017,2017-M10,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,9.25,Valor normal,Valor normal,A,,,,
09/2017,09/2017,2017-M09,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,25.27,Valor normal,Valor normal,A,,,,
09/2017,09/2017,2017-M09,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,23.82,Valor normal,Valor normal,A,,,,
09/2017,09/2017,2017-M09,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
09/2017,09/2017,2017-M09,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,50.91,Valor normal,Valor normal,A,,,,
09/2017,09/2017,2017-M09,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,1.00,Valor normal,Valor normal,A,,,,
09/2017,09/2017,2017-M09,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,98.91,Valor normal,Valor normal,A,,,,
09/2017,09/2017,2017-M09,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
09/2017,09/2017,2017-M09,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
09/2017,09/2017,2017-M09,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,5.45,Valor normal,Valor normal,A,,,,
09/2017,09/2017,2017-M09,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,85.15,Valor normal,Valor normal,A,,,,
09/2017,09/2017,2017-M09,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
09/2017,09/2017,2017-M09,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,9.40,Valor normal,Valor normal,A,,,,
08/2017,08/2017,2017-M08,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,16.13,Valor normal,Valor normal,A,,,,
08/2017,08/2017,2017-M08,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,22.76,Valor normal,Valor normal,A,,,,
08/2017,08/2017,2017-M08,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
08/2017,08/2017,2017-M08,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,61.11,Valor normal,Valor normal,A,,,,
08/2017,08/2017,2017-M08,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,1.63,Valor normal,Valor normal,A,,,,
08/2017,08/2017,2017-M08,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,98.23,Valor normal,Valor normal,A,,,,
08/2017,08/2017,2017-M08,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
08/2017,08/2017,2017-M08,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
08/2017,08/2017,2017-M08,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,4.56,Valor normal,Valor normal,A,,,,
08/2017,08/2017,2017-M08,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,82.97,Valor normal,Valor normal,A,,,,
08/2017,08/2017,2017-M08,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
08/2017,08/2017,2017-M08,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,12.47,Valor normal,Valor normal,A,,,,
07/2017,07/2017,2017-M07,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,22.03,Valor normal,Valor normal,A,,,,
07/2017,07/2017,2017-M07,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,21.43,Valor normal,Valor normal,A,,,,
07/2017,07/2017,2017-M07,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
07/2017,07/2017,2017-M07,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,56.54,Valor normal,Valor normal,A,,,,
07/2017,07/2017,2017-M07,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,1.11,Valor normal,Valor normal,A,,,,
07/2017,07/2017,2017-M07,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,98.69,Valor normal,Valor normal,A,,,,
07/2017,07/2017,2017-M07,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
07/2017,07/2017,2017-M07,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
07/2017,07/2017,2017-M07,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,5.09,Valor normal,Valor normal,A,,,,
07/2017,07/2017,2017-M07,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,84.01,Valor normal,Valor normal,A,,,,
07/2017,07/2017,2017-M07,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
07/2017,07/2017,2017-M07,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,10.90,Valor normal,Valor normal,A,,,,
06/2017,06/2017,2017-M06,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,25.04,Valor normal,Valor normal,A,,,,
06/2017,06/2017,2017-M06,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,21.44,Valor normal,Valor normal,A,,,,
06/2017,06/2017,2017-M06,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
06/2017,06/2017,2017-M06,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,53.52,Valor normal,Valor normal,A,,,,
06/2017,06/2017,2017-M06,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,1.11,Valor normal,Valor normal,A,,,,
06/2017,06/2017,2017-M06,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,98.85,Valor normal,Valor normal,A,,,,
06/2017,06/2017,2017-M06,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
06/2017,06/2017,2017-M06,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
06/2017,06/2017,2017-M06,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,5.71,Valor normal,Valor normal,A,,,,
06/2017,06/2017,2017-M06,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,83.97,Valor normal,Valor normal,A,,,,
06/2017,06/2017,2017-M06,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
06/2017,06/2017,2017-M06,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,10.32,Valor normal,Valor normal,A,,,,
05/2017,05/2017,2017-M05,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,36.46,Valor normal,Valor normal,A,,,,
05/2017,05/2017,2017-M05,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,15.75,Valor normal,Valor normal,A,,,,
05/2017,05/2017,2017-M05,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
05/2017,05/2017,2017-M05,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,47.79,Valor normal,Valor normal,A,,,,
05/2017,05/2017,2017-M05,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,1.87,Valor normal,Valor normal,A,,,,
05/2017,05/2017,2017-M05,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,98.08,Valor normal,Valor normal,A,,,,
05/2017,05/2017,2017-M05,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
05/2017,05/2017,2017-M05,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
05/2017,05/2017,2017-M05,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,8.17,Valor normal,Valor normal,A,,,,
05/2017,05/2017,2017-M05,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,83.09,Valor normal,Valor normal,A,,,,
05/2017,05/2017,2017-M05,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
05/2017,05/2017,2017-M05,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,8.74,Valor normal,Valor normal,A,,,,
04/2017,04/2017,2017-M04,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,34.38,Valor normal,Valor normal,A,,,,
04/2017,04/2017,2017-M04,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,9.64,Valor normal,Valor normal,A,,,,
04/2017,04/2017,2017-M04,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
04/2017,04/2017,2017-M04,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,55.98,Valor normal,Valor normal,A,,,,
04/2017,04/2017,2017-M04,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,4.07,Valor normal,Valor normal,A,,,,
04/2017,04/2017,2017-M04,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,95.71,Valor normal,Valor normal,A,,,,
04/2017,04/2017,2017-M04,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
04/2017,04/2017,2017-M04,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
04/2017,04/2017,2017-M04,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,12.59,Valor normal,Valor normal,A,,,,
04/2017,04/2017,2017-M04,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,71.51,Valor normal,Valor normal,A,,,,
04/2017,04/2017,2017-M04,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
04/2017,04/2017,2017-M04,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,15.90,Valor normal,Valor normal,A,,,,
03/2017,03/2017,2017-M03,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,51.13,Valor normal,Valor normal,A,,,,
03/2017,03/2017,2017-M03,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,7.91,Valor normal,Valor normal,A,,,,
03/2017,03/2017,2017-M03,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
03/2017,03/2017,2017-M03,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,40.95,Valor normal,Valor normal,A,,,,
03/2017,03/2017,2017-M03,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,12.58,Valor normal,Valor normal,A,,,,
03/2017,03/2017,2017-M03,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,87.03,Valor normal,Valor normal,A,,,,
03/2017,03/2017,2017-M03,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
03/2017,03/2017,2017-M03,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
03/2017,03/2017,2017-M03,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,31.18,Valor normal,Valor normal,A,,,,
03/2017,03/2017,2017-M03,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,48.85,Valor normal,Valor normal,A,,,,
03/2017,03/2017,2017-M03,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
03/2017,03/2017,2017-M03,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,19.97,Valor normal,Valor normal,A,,,,
02/2017,02/2017,2017-M02,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,55.72,Valor normal,Valor normal,A,,,,
02/2017,02/2017,2017-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,9.68,Valor normal,Valor normal,A,,,,
02/2017,02/2017,2017-M02,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
02/2017,02/2017,2017-M02,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,34.60,Valor normal,Valor normal,A,,,,
02/2017,02/2017,2017-M02,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,14.42,Valor normal,Valor normal,A,,,,
02/2017,02/2017,2017-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,85.06,Valor normal,Valor normal,A,,,,
02/2017,02/2017,2017-M02,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
02/2017,02/2017,2017-M02,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
02/2017,02/2017,2017-M02,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,38.02,Valor normal,Valor normal,A,,,,
02/2017,02/2017,2017-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,41.99,Valor normal,Valor normal,A,,,,
02/2017,02/2017,2017-M02,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
02/2017,02/2017,2017-M02,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,19.99,Valor normal,Valor normal,A,,,,
01/2017,01/2017,2017-M01,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,52.78,Valor normal,Valor normal,A,,,,
01/2017,01/2017,2017-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,12.82,Valor normal,Valor normal,A,,,,
01/2017,01/2017,2017-M01,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
01/2017,01/2017,2017-M01,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,34.40,Valor normal,Valor normal,A,,,,
01/2017,01/2017,2017-M01,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,21.50,Valor normal,Valor normal,A,,,,
