MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,TERRITORIO#es,TERRITORIO#ca,TERRITORIO_CODE,MOTIVO_PRINCIPAL_VIAJE_TURISTICO#es,MOTIVO_PRINCIPAL_VIAJE_TURISTICO#ca,MOTIVO_PRINCIPAL_VIAJE_TURISTICO_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,19.96,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-17.09,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-10.78,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,204127,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,19245,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,18957,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,04/2024,04/2024,2024-M04,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,165924,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,-16.00,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-4.61,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,17.13,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2024,04/2024,2024-M04,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-19.71,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,03/2024,03/2024,2024-M03,Illes Balears,Illes Balears,ES53,Total,Total,_T,643012,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,03/2024,03/2024,2024-M03,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,114810,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,03/2024,03/2024,2024-M03,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,51669,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,03/2024,03/2024,2024-M03,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,476532,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2024,03/2024,2024-M03,Illes Balears,Illes Balears,ES53,Total,Total,_T,17.88,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2024,03/2024,2024-M03,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,20.97,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2024,03/2024,2024-M03,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,7.70,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2024,03/2024,2024-M03,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,18.37,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,03/2024,03/2024,2024-M03,Mallorca,Mallorca,ES532,Total,Total,_T,547658,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,03/2024,03/2024,2024-M03,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,94615,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,03/2024,03/2024,2024-M03,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,40806,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,03/2024,03/2024,2024-M03,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,412238,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2024,03/2024,2024-M03,Mallorca,Mallorca,ES532,Total,Total,_T,21.82,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2024,03/2024,2024-M03,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,28.19,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2024,03/2024,2024-M03,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,4.00,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2024,03/2024,2024-M03,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,22.50,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,03/2024,03/2024,2024-M03,Menorca,Menorca,ES533,Total,Total,_T,23698,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,03/2024,03/2024,2024-M03,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,7669,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,03/2024,03/2024,2024-M03,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,2397,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,03/2024,03/2024,2024-M03,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,13631,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2024,03/2024,2024-M03,Menorca,Menorca,ES533,Total,Total,_T,2.65,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2024,03/2024,2024-M03,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,37.19,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2024,03/2024,2024-M03,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,104.34,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2024,03/2024,2024-M03,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-16.49,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,03/2024,03/2024,2024-M03,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,71656,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,03/2024,03/2024,2024-M03,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,12526,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,03/2024,03/2024,2024-M03,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,8466,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,03/2024,03/2024,2024-M03,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,50664,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2024,03/2024,2024-M03,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,-1.60,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2024,03/2024,2024-M03,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-19.23,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2024,03/2024,2024-M03,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,11.93,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2024,03/2024,2024-M03,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,1.85,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,02/2024,02/2024,2024-M02,Illes Balears,Illes Balears,ES53,Total,Total,_T,349747,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,02/2024,02/2024,2024-M02,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,78825,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,02/2024,02/2024,2024-M02,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,31105,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,02/2024,02/2024,2024-M02,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,239817,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2024,02/2024,2024-M02,Illes Balears,Illes Balears,ES53,Total,Total,_T,19.94,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2024,02/2024,2024-M02,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,14.02,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2024,02/2024,2024-M02,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-12.24,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2024,02/2024,2024-M02,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,28.22,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,02/2024,02/2024,2024-M02,Mallorca,Mallorca,ES532,Total,Total,_T,297752,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,02/2024,02/2024,2024-M02,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,64185,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,02/2024,02/2024,2024-M02,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,22922,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,02/2024,02/2024,2024-M02,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,210645,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2024,02/2024,2024-M02,Mallorca,Mallorca,ES532,Total,Total,_T,21.27,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2024,02/2024,2024-M02,Mallorca,Mallorca,ES532,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,9.32,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2024,02/2024,2024-M02,Mallorca,Mallorca,ES532,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-22.79,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2024,02/2024,2024-M02,Mallorca,Mallorca,ES532,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,34.06,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,02/2024,02/2024,2024-M02,Menorca,Menorca,ES533,Total,Total,_T,13585,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,02/2024,02/2024,2024-M02,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,3896,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,02/2024,02/2024,2024-M02,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,2167,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,02/2024,02/2024,2024-M02,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,7522,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2024,02/2024,2024-M02,Menorca,Menorca,ES533,Total,Total,_T,-20.02,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2024,02/2024,2024-M02,Menorca,Menorca,ES533,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-18.34,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2024,02/2024,2024-M02,Menorca,Menorca,ES533,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,172.27,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2024,02/2024,2024-M02,Menorca,Menorca,ES533,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-34.13,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,02/2024,02/2024,2024-M02,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,38411,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,02/2024,02/2024,2024-M02,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,10744,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,02/2024,02/2024,2024-M02,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,6017,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,02/2024,02/2024,2024-M02,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,21650,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2024,02/2024,2024-M02,Eivissa y Formentera,Eivissa i Formentera,ES531,Total,Total,_T,32.06,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2024,02/2024,2024-M02,Eivissa y Formentera,Eivissa i Formentera,ES531,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,90.28,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2024,02/2024,2024-M02,Eivissa y Formentera,Eivissa i Formentera,ES531,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,21.33,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2024,02/2024,2024-M02,Eivissa y Formentera,Eivissa i Formentera,ES531,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,17.15,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,01/2024,01/2024,2024-M01,Illes Balears,Illes Balears,ES53,Total,Total,_T,261996,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,01/2024,01/2024,2024-M01,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,99478,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,01/2024,01/2024,2024-M01,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,21689,Valor provisional,Valor provisional,P,,,,
Turistas,Turistes,TURISTAS,01/2024,01/2024,2024-M01,Illes Balears,Illes Balears,ES53,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,140829,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,01/2024,01/2024,2024-M01,Illes Balears,Illes Balears,ES53,Total,Total,_T,12.72,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,01/2024,01/2024,2024-M01,Illes Balears,Illes Balears,ES53,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,40.84,Valor provisional,Valor provisional,P,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,01/2024,01/2024,2024-M01,Illes Balears,Illes Balears,ES53,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,5.61,Valor provisional,Valor provisional,P,,,,
