MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,TIPOS_ALOJAMIENTO#es,TIPOS_ALOJAMIENTO#ca,TIPOS_ALOJAMIENTO_CODE,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA_CODE,OBS_VALUE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
Turistas,Turistes,TURISTAS,11/2023,11/2023,2023-M11,Total,Total,_T,Alemania,Alemanya,DE,106636,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,11/2023,11/2023,2023-M11,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Alemania,Alemanya,DE,50584,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,11/2023,11/2023,2023-M11,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Alemania,Alemanya,DE,56052,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2023,11/2023,2023-M11,Total,Total,_T,Alemania,Alemanya,DE,30.78,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2023,11/2023,2023-M11,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Alemania,Alemanya,DE,32.30,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2023,11/2023,2023-M11,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Alemania,Alemanya,DE,29.44,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,11/2023,11/2023,2023-M11,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,99609,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,11/2023,11/2023,2023-M11,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,61846,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,11/2023,11/2023,2023-M11,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,37763,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2023,11/2023,2023-M11,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,-25.97,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2023,11/2023,2023-M11,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,-32.72,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2023,11/2023,2023-M11,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,-11.41,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,11/2023,11/2023,2023-M11,Total,Total,_T,Países Nórdicos,Països Nòrdics,5100_L1,8803,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,11/2023,11/2023,2023-M11,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,3009,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,11/2023,11/2023,2023-M11,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,5794,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2023,11/2023,2023-M11,Total,Total,_T,Países Nórdicos,Països Nòrdics,5100_L1,30.65,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2023,11/2023,2023-M11,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,-12.68,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2023,11/2023,2023-M11,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,76.03,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,11/2023,11/2023,2023-M11,Total,Total,_T,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,45307,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,11/2023,11/2023,2023-M11,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,17615,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,11/2023,11/2023,2023-M11,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,27692,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2023,11/2023,2023-M11,Total,Total,_T,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,17.10,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2023,11/2023,2023-M11,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,24.17,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2023,11/2023,2023-M11,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,13.00,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,11/2023,11/2023,2023-M11,Total,Total,_T,Francia,França,FR,16360,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,11/2023,11/2023,2023-M11,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Francia,França,FR,7883,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,11/2023,11/2023,2023-M11,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Francia,França,FR,8476,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2023,11/2023,2023-M11,Total,Total,_T,Francia,França,FR,-15.81,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2023,11/2023,2023-M11,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Francia,França,FR,0.68,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2023,11/2023,2023-M11,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Francia,França,FR,-26.94,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,11/2023,11/2023,2023-M11,Total,Total,_T,Reino Unido,Regne Unit,GB,24900,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,11/2023,11/2023,2023-M11,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Reino Unido,Regne Unit,GB,9906,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,11/2023,11/2023,2023-M11,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Reino Unido,Regne Unit,GB,14994,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2023,11/2023,2023-M11,Total,Total,_T,Reino Unido,Regne Unit,GB,52.93,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2023,11/2023,2023-M11,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Reino Unido,Regne Unit,GB,52.57,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2023,11/2023,2023-M11,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Reino Unido,Regne Unit,GB,53.16,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,11/2023,11/2023,2023-M11,Total,Total,_T,Italia,Itàlia,IT,11734,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,11/2023,11/2023,2023-M11,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Italia,Itàlia,IT,5842,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,11/2023,11/2023,2023-M11,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Italia,Itàlia,IT,5892,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2023,11/2023,2023-M11,Total,Total,_T,Italia,Itàlia,IT,333.28,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2023,11/2023,2023-M11,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Italia,Itàlia,IT,222.57,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2023,11/2023,2023-M11,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Italia,Itàlia,IT,556.79,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,10/2023,10/2023,2023-M10,Total,Total,_T,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,1688390,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,10/2023,10/2023,2023-M10,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,267346,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,10/2023,10/2023,2023-M10,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,1421044,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2023,10/2023,2023-M10,Total,Total,_T,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,6.34,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2023,10/2023,2023-M10,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,-8.10,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2023,10/2023,2023-M10,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,9.58,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,10/2023,10/2023,2023-M10,Total,Total,_T,Mundo (excluida España),Món (exclosa Espanya),5000_XES,1476654,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,10/2023,10/2023,2023-M10,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mundo (excluida España),Món (exclosa Espanya),5000_XES,186901,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,10/2023,10/2023,2023-M10,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mundo (excluida España),Món (exclosa Espanya),5000_XES,1289753,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2023,10/2023,2023-M10,Total,Total,_T,Mundo (excluida España),Món (exclosa Espanya),5000_XES,9.19,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2023,10/2023,2023-M10,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Mundo (excluida España),Món (exclosa Espanya),5000_XES,-2.64,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2023,10/2023,2023-M10,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Mundo (excluida España),Món (exclosa Espanya),5000_XES,11.14,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,10/2023,10/2023,2023-M10,Total,Total,_T,Alemania,Alemanya,DE,531472,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,10/2023,10/2023,2023-M10,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Alemania,Alemanya,DE,79164,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,10/2023,10/2023,2023-M10,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Alemania,Alemanya,DE,452308,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2023,10/2023,2023-M10,Total,Total,_T,Alemania,Alemanya,DE,5.43,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2023,10/2023,2023-M10,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Alemania,Alemanya,DE,5.97,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2023,10/2023,2023-M10,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Alemania,Alemanya,DE,5.33,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,10/2023,10/2023,2023-M10,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,211736,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,10/2023,10/2023,2023-M10,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,80445,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,10/2023,10/2023,2023-M10,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,131291,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2023,10/2023,2023-M10,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,-9.99,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2023,10/2023,2023-M10,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,-18.68,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2023,10/2023,2023-M10,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,-3.69,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,10/2023,10/2023,2023-M10,Total,Total,_T,Países Nórdicos,Països Nòrdics,5100_L1,58010,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,10/2023,10/2023,2023-M10,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,7789,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,10/2023,10/2023,2023-M10,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,50221,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2023,10/2023,2023-M10,Total,Total,_T,Países Nórdicos,Països Nòrdics,5100_L1,-17.40,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2023,10/2023,2023-M10,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,-32.01,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2023,10/2023,2023-M10,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Países Nórdicos,Països Nòrdics,5100_L1,-14.56,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,10/2023,10/2023,2023-M10,Total,Total,_T,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,326133,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,10/2023,10/2023,2023-M10,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,37905,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,10/2023,10/2023,2023-M10,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,288228,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2023,10/2023,2023-M10,Total,Total,_T,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,4.08,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2023,10/2023,2023-M10,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,-10.97,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2023,10/2023,2023-M10,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,6.45,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,10/2023,10/2023,2023-M10,Total,Total,_T,Francia,França,FR,106713,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,10/2023,10/2023,2023-M10,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Francia,França,FR,11204,,,Valor normal,Valor normal,A,,
Turistas,Turistes,TURISTAS,10/2023,10/2023,2023-M10,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Francia,França,FR,95508,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2023,10/2023,2023-M10,Total,Total,_T,Francia,França,FR,39.31,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2023,10/2023,2023-M10,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,Francia,França,FR,28.10,,,Valor normal,Valor normal,A,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,10/2023,10/2023,2023-M10,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,Francia,França,FR,40.75,,,Valor normal,Valor normal,A,,
