Provincias;Ramas de actividad;Periodo;Total
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2009;1.760.750
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2008;1.874.862
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2007;1.685.520
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2006;1.596.136
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2005;1.397.452
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2004;1.311.488
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2003;1.213.843
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2002;1.143.313
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2001;1.061.349
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2000;1.003.609
25 Lleida;C. - De las cuales: Industria manufacturera;2022 (P);1.738.610
25 Lleida;C. - De las cuales: Industria manufacturera;2021;1.558.043
25 Lleida;C. - De las cuales: Industria manufacturera;2020;903.492
25 Lleida;C. - De las cuales: Industria manufacturera;2019;891.005
25 Lleida;C. - De las cuales: Industria manufacturera;2018;806.660
25 Lleida;C. - De las cuales: Industria manufacturera;2017;768.189
25 Lleida;C. - De las cuales: Industria manufacturera;2016;1.267.404
25 Lleida;C. - De las cuales: Industria manufacturera;2015;1.349.356
25 Lleida;C. - De las cuales: Industria manufacturera;2014;1.398.393
25 Lleida;C. - De las cuales: Industria manufacturera;2013;1.421.253
25 Lleida;C. - De las cuales: Industria manufacturera;2012;1.361.226
25 Lleida;C. - De las cuales: Industria manufacturera;2011;1.406.093
25 Lleida;C. - De las cuales: Industria manufacturera;2010;1.399.359
25 Lleida;C. - De las cuales: Industria manufacturera;2009;1.342.528
25 Lleida;C. - De las cuales: Industria manufacturera;2008;1.472.278
25 Lleida;C. - De las cuales: Industria manufacturera;2007;1.368.894
25 Lleida;C. - De las cuales: Industria manufacturera;2006;1.361.430
25 Lleida;C. - De las cuales: Industria manufacturera;2005;1.205.907
25 Lleida;C. - De las cuales: Industria manufacturera;2004;1.164.504
25 Lleida;C. - De las cuales: Industria manufacturera;2003;1.083.211
25 Lleida;C. - De las cuales: Industria manufacturera;2002;1.043.813
25 Lleida;C. - De las cuales: Industria manufacturera;2001;971.769
25 Lleida;C. - De las cuales: Industria manufacturera;2000;934.236
25 Lleida;F. Construcción;2022 (P);742.979
25 Lleida;F. Construcción;2021;653.517
25 Lleida;F. Construcción;2020;649.997
25 Lleida;F. Construcción;2019;839.861
25 Lleida;F. Construcción;2018;785.149
25 Lleida;F. Construcción;2017;790.881
25 Lleida;F. Construcción;2016;854.181
25 Lleida;F. Construcción;2015;840.046
25 Lleida;F. Construcción;2014;789.657
25 Lleida;F. Construcción;2013;760.185
25 Lleida;F. Construcción;2012;833.012
25 Lleida;F. Construcción;2011;947.741
25 Lleida;F. Construcción;2010;1.086.590
25 Lleida;F. Construcción;2009;1.393.836
25 Lleida;F. Construcción;2008;1.344.709
25 Lleida;F. Construcción;2007;1.358.331
25 Lleida;F. Construcción;2006;1.191.349
25 Lleida;F. Construcción;2005;1.096.395
25 Lleida;F. Construcción;2004;1.027.392
25 Lleida;F. Construcción;2003;1.004.139
25 Lleida;F. Construcción;2002;973.315
25 Lleida;F. Construcción;2001;859.038
25 Lleida;F. Construcción;2000;756.667
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2022 (P);3.958.284
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021;3.501.069
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;3.045.383
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;3.888.168
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;3.663.780
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2017;3.579.484
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2016;3.536.104
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2015;3.870.576
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2014;3.600.554
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2013;3.458.530
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2012;3.461.744
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2011;3.313.481
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2010;3.154.326
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2009;3.208.397
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2008;3.186.991
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2007;2.934.651
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2006;2.762.575
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2005;2.475.255
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2004;2.404.681
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2003;2.270.013
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2002;2.078.114
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2001;1.883.933
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2000;1.717.896
25 Lleida;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2022 (P);2.605.393
25 Lleida;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021;2.362.220
25 Lleida;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;2.322.293
25 Lleida;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;2.374.120
25 Lleida;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;2.303.296
25 Lleida;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2017;2.213.170
25 Lleida;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2016;2.147.067
25 Lleida;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2015;2.133.644
25 Lleida;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2014;2.086.806
25 Lleida;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2013;2.037.335
25 Lleida;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2012;2.056.883
25 Lleida;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2011;2.048.536
25 Lleida;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2010;1.987.836
25 Lleida;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2009;1.957.125
25 Lleida;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2008;1.955.727
25 Lleida;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2007;1.866.840
25 Lleida;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2006;1.688.821
